Object Un_lris Un_lris_err G_lris G_lris_err Rs_lris Rs_lris_err mosfire_J mosfire_J_err mosfire_H mosfire_H_err mosfire_Ks mosfire_Ks_err irac1 irac1_err irac2 irac2_err irac3 irac3_err f125w f125w_err f160w f160w_err Redshift
Q1549-BX18 24.97 0.27 23.95 0.1 23.68 0.1 23.25 0.16 22.59 0.11 22.82 0.1 9999.0 9999.0 22.56 0.1 9999 9999 9999.0 9999.0 9999.0 9999.0 2.502
Q1549-BX180 25.26 0.34 24.21 0.1 24.01 0.1 23.69 0.2 23.11 0.14 23.24 0.1 9999.0 9999.0 23.07 0.14 9999 9999 9999.0 9999.0 9999.0 9999.0 2.387
Q1549-BX184 25.31 0.4 24.57 0.13 24.3 0.1 23.02 0.16 22.5 0.12 22.65 0.1 9999.0 9999.0 22.05 0.1 9999 9999 23.14 0.05 23.0 0.05 2.56
Q1549-BX187 25.9 0.49 25.19 0.16 24.75 0.11 23.16 0.16 22.88 0.13 22.83 0.1 9999.0 9999.0 22.07 0.1 9999 9999 23.34 0.05 23.19 0.05 2.26
Q1549-BX189 24.09 0.16 23.33 0.1 23.17 0.1 22.11 0.1 21.69 0.1 21.81 0.1 9999.0 9999.0 21.34 0.1 9999 9999 9999.0 9999.0 9999.0 9999.0 1.875
Q1549-BX190 25.31 0.34 24.2 0.1 24.04 0.1 23.1 0.16 22.74 0.12 22.68 0.1 9999.0 9999.0 22.23 0.1 9999 9999 9999.0 9999.0 9999.0 9999.0 2.022
Q1549-BX191 25.5 0.35 24.7 0.1 24.58 0.1 23.59 0.19 23.39 0.16 23.0 0.1 9999.0 9999.0 22.51 0.1 9999 9999 9999.0 9999.0 9999.0 9999.0 1.88
Q1549-BX193 24.94 0.22 24.42 0.1 24.4 0.1 23.5 0.18 23.28 0.15 23.88 0.17 9999.0 9999.0 22.94 0.13 9999 9999 23.3 0.05 23.38 0.05 1.625
Q1549-BX194 24.72 0.33 23.79 0.1 23.54 0.1 22.24 0.12 21.73 0.1 21.41 0.1 9999.0 9999.0 21.1 0.1 9999 9999 9999.0 9999.0 9999.0 9999.0 1.873
Q1549-BX197 26.33 9999.0 25.39 0.19 25.1 0.15 24.41 0.3 23.78 0.2 23.9 0.15 9999.0 9999.0 23.29 0.24 9999 9999 24.16 0.05 23.92 0.05 2.435
Q1549-BX198 24.57 0.27 23.84 0.1 23.62 0.1 22.24 0.11 21.71 0.1 21.43 0.1 9999.0 9999.0 21.12 0.1 9999 9999 9999.0 9999.0 9999.0 9999.0 2.068
Q1549-BX200 24.75 0.25 24.41 0.11 24.37 0.11 23.54 0.21 23.1 0.16 23.63 0.19 9999.0 9999.0 23.41 0.23 9999 9999 23.51 0.05 23.44 0.05 2.327
Q1549-BX202 25.17 0.27 24.49 0.1 24.51 0.1 24.39 0.29 23.36 0.17 23.76 0.16 9999.0 9999.0 23.88 0.26 9999 9999 24.4 0.05 24.33 0.05 2.483
Q1549-BX207 25.63 0.41 24.72 0.11 24.41 0.1 23.82 0.2 23.19 0.14 23.43 0.1 9999.0 9999.0 22.75 0.12 9999 9999 9999.0 9999.0 9999.0 9999.0 2.38
Q1549-BX21 25.65 0.44 24.84 0.13 24.5 0.1 23.01 0.15 22.39 0.11 22.25 0.1 9999.0 9999.0 21.22 0.1 9999 9999 9999.0 9999.0 9999.0 9999.0 2.185
Q1549-BX210 25.23 0.29 24.29 0.1 24.11 0.1 24.15 0.25 24.35 0.26 23.69 0.15 9999.0 9999.0 9999.0 9999.0 9999 9999 9999.0 9999.0 9999.0 9999.0 2.445
Q1549-BX219 24.95 0.25 24.43 0.1 24.39 0.1 23.36 0.18 23.11 0.15 23.09 0.1 9999.0 9999.0 22.76 0.1 9999 9999 23.64 0.05 23.62 0.05 1.908
Q1549-BX227 24.72 0.22 23.95 0.1 23.73 0.1 22.95 0.14 22.7 0.12 22.58 0.1 9999.0 9999.0 21.92 0.17 9999 9999 9999.0 9999.0 9999.0 9999.0 2.057
Q1549-BX229 25.52 0.37 24.83 0.12 24.8 0.12 24.31 0.29 23.78 0.21 24.06 0.21 9999.0 9999.0 9999.0 9999.0 9999 9999 9999.0 9999.0 9999.0 9999.0 2.063
Q1549-BX233 26.12 0.77 24.79 0.14 24.48 0.11 23.32 0.19 22.6 0.13 22.6 0.1 9999.0 9999.0 21.82 0.11 9999 9999 9999.0 9999.0 9999.0 9999.0 2.056
Q1549-BX242 25.82 0.53 24.67 0.11 24.32 0.1 23.99 0.25 23.73 0.21 23.94 0.2 9999.0 9999.0 24.03 0.43 9999 9999 24.13 0.05 23.76 0.05 2.52
Q1549-BX26 26.01 0.48 25.13 0.13 24.87 0.11 25.06 0.39 24.04 0.23 24.79 0.33 9999.0 9999.0 9999.0 9999.0 9999 9999 9999.0 9999.0 9999.0 9999.0 2.431
Q1549-BX27 25.81 0.47 24.97 0.13 24.45 0.1 23.36 0.19 22.81 0.14 22.58 0.1 9999.0 9999.0 22.23 0.11 9999 9999 9999.0 9999.0 9999.0 9999.0 2.126
Q1549-BX35 25.54 0.41 25.04 0.15 24.7 0.12 23.76 0.23 23.68 0.2 23.91 0.16 9999.0 9999.0 22.56 0.1 9999 9999 23.87 0.05 23.71 0.05 2.062
Q1549-BX36 25.88 0.51 25.13 0.16 24.74 0.11 24.61 0.33 23.54 0.18 24.01 0.2 9999.0 9999.0 9999.0 9999.0 9999 9999 9999.0 9999.0 9999.0 9999.0 2.194
Q1549-BX37 25.33 0.35 24.65 0.11 24.4 0.1 23.1 0.17 22.57 0.12 22.85 0.1 9999.0 9999.0 22.26 0.12 9999 9999 23.21 0.05 23.02 0.05 1.934
Q1549-BX4 24.5 0.17 24.06 0.1 24.12 0.1 24.45 0.29 23.61 0.18 23.52 0.14 9999.0 9999.0 9999.0 9999.0 9999 9999 9999.0 9999.0 9999.0 9999.0 2.239
Q1549-BX40 24.6 0.28 24.06 0.1 23.86 0.1 22.84 0.17 22.61 0.14 22.63 0.1 9999.0 9999.0 22.61 0.1 9999 9999 23.18 0.05 22.99 0.05 1.872
Q1549-BX42 25.9 0.58 25.23 0.19 24.86 0.14 24.08 0.27 23.89 0.23 23.53 0.15 9999.0 9999.0 23.67 0.11 9999 9999 24.56 0.05 24.14 0.05 2.219
Q1549-BX45 25.29 0.27 24.67 0.1 24.55 0.1 24.04 0.24 23.38 0.16 23.91 0.15 9999.0 9999.0 23.07 0.12 9999 9999 23.71 0.05 23.65 0.05 2.064
Q1549-BX48 26.92 0.99 25.72 0.2 25.42 0.16 25.39 0.44 25.54 0.36 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 25.2 0.05 25.06 0.05 2.517
Q1549-BX5 25.28 0.33 24.67 0.11 24.59 0.11 23.82 0.22 23.46 0.17 23.67 0.16 23.26 0.15 23.06 0.12 9999 9999 9999.0 9999.0 9999.0 9999.0 1.952
Q1549-BX51 25.55 0.34 24.84 0.11 24.51 0.1 23.81 0.21 23.27 0.15 23.8 0.13 9999.0 9999.0 23.4 0.1 9999 9999 9999.0 9999.0 9999.0 9999.0 2.289
Q1549-BX52 24.79 0.3 23.94 0.1 23.76 0.1 23.45 0.2 23.58 0.2 23.5 0.19 9999.0 9999.0 23.17 0.1 9999 9999 24.16 0.05 23.92 0.05 2.736
Q1549-BX54 25.38 0.38 25.01 0.16 24.74 0.13 24.39 0.33 24.52 0.31 24.32 0.25 9999.0 9999.0 24.98 0.43 9999 9999 9999.0 9999.0 9999.0 9999.0 2.321
Q1549-BX55 20.99 0.1 20.7 0.1 20.77 0.1 20.13 0.1 19.82 0.1 19.58 0.1 9999.0 9999.0 10.88 0.0 9999 9999 20.55 0.05 20.45 0.05 0.826
Q1549-BX58 26.71 0.91 25.56 0.2 25.24 0.15 24.74 0.35 24.98 0.31 24.58 0.28 9999.0 9999.0 24.01 0.18 9999 9999 9999.0 9999.0 9999.0 9999.0 2.501
Q1549-BX59 24.07 0.14 23.57 0.1 23.44 0.1 22.48 0.11 22.3 0.1 22.46 0.1 9999.0 9999.0 21.74 0.1 9999 9999 22.42 0.05 22.23 0.05 1.878
Q1549-BX62 26.54 9999.0 25.95 0.31 25.34 0.18 24.06 0.28 23.17 0.17 22.99 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 24.61 0.05 23.9 0.05 2.193
Q1549-BX63 25.67 0.42 25.15 0.16 25.01 0.14 24.35 0.3 23.95 0.23 24.9 0.42 9999.0 9999.0 9999.0 9999.0 9999 9999 9999.0 9999.0 9999.0 9999.0 1.951
Q1549-BX65 26.82 1.06 25.34 0.17 24.96 0.12 24.39 0.29 23.81 0.21 23.26 0.1 9999.0 9999.0 23.23 0.16 9999 9999 9999.0 9999.0 9999.0 9999.0 2.38
Q1549-BX67 26.0 0.46 25.44 0.17 25.12 0.13 23.83 0.22 23.22 0.15 23.31 0.1 9999.0 9999.0 22.33 0.1 9999 9999 9999.0 9999.0 9999.0 9999.0 1.87
Q1549-BX70 24.02 0.15 23.64 0.1 23.47 0.1 22.51 0.12 22.38 0.1 22.28 0.1 9999.0 9999.0 22.08 0.1 9999 9999 22.64 0.05 22.73 0.05 1.774
Q1549-BX73 25.61 0.38 24.77 0.11 24.49 0.1 23.67 0.21 23.24 0.16 23.29 0.11 9999.0 9999.0 22.85 0.12 9999 9999 9999.0 9999.0 9999.0 9999.0 2.194
Q1549-BX84 26.27 0.61 24.94 0.11 24.46 0.1 24.5 0.29 23.79 0.2 23.99 0.17 9999.0 9999.0 23.37 0.23 9999 9999 9999.0 9999.0 9999.0 9999.0 2.825
Q1549-BX86 26.44 0.79 25.4 0.19 25.26 0.17 25.16 0.46 24.61 0.33 24.85 0.39 9999.0 9999.0 24.76 0.31 9999 9999 9999.0 9999.0 9999.0 9999.0 1.678
Q1549-BX89 26.08 0.63 25.42 0.21 24.95 0.14 23.67 0.22 23.09 0.15 23.06 0.1 9999.0 9999.0 22.52 0.1 9999 9999 23.72 0.05 23.39 0.05 2.111
Q1549-BX9 25.45 0.31 24.76 0.1 24.53 0.1 23.81 0.21 24.15 0.23 24.15 0.2 9999.0 9999.0 23.32 0.17 9999 9999 9999.0 9999.0 9999.0 9999.0 1.949
Q1549-BX91 25.76 0.45 24.96 0.13 24.52 0.1 22.86 0.14 22.53 0.1 22.37 0.1 9999.0 9999.0 21.41 0.1 9999 9999 9999.0 9999.0 9999.0 9999.0 1.671
Q1549-BX94 25.66 0.47 24.8 0.13 24.49 0.1 23.48 0.2 23.01 0.14 22.7 0.1 9999.0 9999.0 22.04 0.1 9999 9999 9999.0 9999.0 9999.0 9999.0 2.007
Q1549-BX95 25.72 0.52 24.41 0.1 23.96 0.1 23.03 0.15 22.58 0.12 22.21 0.1 9999.0 9999.0 21.89 0.11 9999 9999 9999.0 9999.0 9999.0 9999.0 2.3
Q1549-BX96 25.25 0.36 24.33 0.1 24.01 0.1 22.66 0.13 22.29 0.1 22.22 0.1 9999.0 9999.0 21.36 0.1 9999 9999 9999.0 9999.0 9999.0 9999.0 1.773
Q1549-C1 26.8 9999.0 25.12 0.16 24.64 0.11 24.35 0.3 23.55 0.19 24.55 0.33 9999.0 9999.0 23.63 0.21 9999 9999 9999.0 9999.0 9999.0 9999.0 2.841
Q1549-C10 27.52 9999.0 25.14 0.16 24.76 0.11 25.1 0.42 24.18 0.25 23.81 0.14 9999.0 9999.0 24.17 0.24 9999 9999 24.82 0.05 24.83 0.05 3.189
Q1549-C12 26.96 9999.0 25.54 0.19 25.13 0.14 24.6 0.32 24.58 0.3 24.11 0.19 9999.0 9999.0 9999.0 9999.0 9999 9999 24.99 0.05 24.42 0.05 2.837
Q1549-C13 26.86 9999.0 25.5 0.19 25.38 0.17 24.31 0.28 25.61 0.52 25.25 0.52 9999.0 9999.0 23.99 0.16 9999 9999 25.64 0.06 25.32 0.05 2.839
Q1549-C14 26.61 9999.0 25.41 0.21 24.74 0.12 24.34 0.29 23.3 0.17 23.52 0.14 9999.0 9999.0 22.91 0.11 9999 9999 24.42 0.05 23.8 0.05 2.843
Q1549-C15 27.14 9999.0 25.96 0.32 25.7 0.26 25.3 0.53 24.58 0.36 25.01 0.47 9999.0 9999.0 9999.0 9999.0 9999 9999 26.31 0.09 25.05 0.05 2.849
Q1549-C16 26.91 9999.0 24.92 0.14 24.48 0.1 23.59 0.2 22.77 0.13 22.76 0.1 9999.0 9999.0 22.05 0.1 9999 9999 23.43 0.05 22.95 0.05 2.381
Q1549-C17 26.99 9999.0 25.39 0.16 24.99 0.11 24.92 0.36 24.46 0.27 26.0 0.92 9999.0 9999.0 9999.0 9999.0 9999 9999 9999.0 9999.0 9999.0 9999.0 2.936
Q1549-C19 27.07 9999.0 24.9 0.12 24.78 0.11 24.72 0.34 24.51 0.27 24.96 0.15 9999.0 9999.0 9999.0 9999.0 9999 9999 9999.0 9999.0 9999.0 9999.0 3.162
Q1549-C2 27.23 9999.0 24.26 0.12 23.31 0.1 22.19 0.11 21.86 0.1 21.39 0.1 9999.0 9999.0 22.11 0.16 9999 9999 9999.0 9999.0 9999.0 9999.0 3.096
Q1549-C20 27.75 9999.0 25.46 0.2 25.05 0.14 24.94 0.41 23.83 0.22 24.09 0.21 9999.0 9999.0 9999.0 9999.0 9999 9999 9999.0 9999.0 9999.0 9999.0 3.117
Q1549-C22 27.05 9999.0 25.41 0.18 24.6 0.1 24.41 0.29 23.53 0.18 23.53 0.13 9999.0 9999.0 23.05 0.22 9999 9999 9999.0 9999.0 9999.0 9999.0 2.962
Q1549-C24 26.93 9999.0 25.63 0.22 25.14 0.15 24.83 0.37 23.63 0.2 24.24 0.22 9999.0 9999.0 23.82 0.38 9999 9999 9999.0 9999.0 9999.0 9999.0 2.828
Q1549-C25 27.01 9999.0 24.87 0.13 24.59 0.11 24.58 0.34 24.28 0.27 24.33 0.17 9999.0 9999.0 24.05 0.39 9999 9999 24.92 0.05 24.82 0.05 3.153
Q1549-C27 26.51 9999.0 24.6 0.11 24.39 0.1 9999.0 9999.0 9999.0 99999.0 24.32 0.29 9999.0 9999.0 23.27 0.16 9999 9999 24.5 0.05 24.13 0.05 2.924
Q1549-C3 26.82 9999.0 25.45 0.18 24.86 0.11 24.15 0.26 23.8 0.2 24.14 0.2 9999.0 9999.0 23.66 0.17 9999 9999 9999.0 9999.0 9999.0 9999.0 2.752
Q1549-C4 26.76 9999.0 25.56 0.18 25.3 0.15 25.81 0.57 24.86 0.35 25.5 0.58 9999.0 9999.0 9999.0 9999.0 9999 9999 9999.0 9999.0 9999.0 9999.0 2.859
Q1549-C5 27.48 9999.0 25.87 0.22 25.63 0.18 25.3 0.44 25.57 0.49 25.39 0.48 9999.0 9999.0 25.17 0.36 9999 9999 9999.0 9999.0 9999.0 9999.0 3.17
Q1549-C6 26.61 9999.0 24.91 0.13 24.26 0.1 23.73 0.21 23.23 0.16 23.65 0.15 9999.0 9999.0 22.39 0.1 9999 9999 24.05 0.05 23.49 0.05 2.83
Q1549-C7 26.05 9999.0 25.14 0.17 24.38 0.1 23.91 0.23 23.79 0.2 24.41 0.3 9999.0 9999.0 23.4 0.22 9999 9999 9999.0 9999.0 9999.0 9999.0 2.843
Q1549-C8 26.98 9999.0 25.71 0.23 25.15 0.14 25.02 0.38 24.2 0.25 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 25.07 0.05 24.48 0.05 2.937
Q1549-C9 26.12 9999.0 24.61 0.13 23.62 0.1 23.19 0.16 22.32 0.1 22.57 0.1 9999.0 9999.0 22.09 0.11 9999 9999 9999.0 9999.0 9999.0 9999.0 2.921
Q1549-D1 26.4 9999.0 25.53 0.21 25.08 0.14 24.13 0.25 24.62 0.31 24.13 0.21 24.08 0.41 9999.0 9999.0 9999 9999 9999.0 9999.0 9999.0 9999.0 2.384
Q1549-D10 25.7 0.49 23.7 0.1 23.47 0.1 23.05 0.15 22.51 0.11 22.23 0.1 9999.0 9999.0 20.91 0.1 9999 9999 23.39 0.05 22.99 0.05 2.918
Q1549-D11 25.84 0.58 24.0 0.1 23.7 0.1 23.33 0.17 22.91 0.13 23.46 0.15 9999.0 9999.0 22.9 0.1 9999 9999 23.68 0.05 23.17 0.05 2.839
Q1549-D12 25.91 0.59 24.09 0.1 23.66 0.1 23.43 0.18 23.09 0.14 22.92 0.1 22.83 0.19 22.48 0.11 9999 9999 9999.0 9999.0 9999.0 9999.0 2.734
Q1549-D13 26.24 9999.0 24.87 0.14 24.25 0.1 23.5 0.19 23.07 0.15 23.0 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 24.0 0.05 23.56 0.05 2.844
Q1549-D14 30.07 9999.0 25.57 0.15 24.5 0.1 24.45 0.1 23.62 0.1 23.64 0.11 9999.0 9999.0 22.42 0.13 9999 9999 9999.0 9999.0 22.64 0.1 2.851
Q1549-D15 26.19 0.76 24.29 0.1 23.91 0.1 24.52 0.06 24.7 0.13 24.51 0.3 9999.0 9999.0 9999.0 9999.0 9999 9999 9999.0 9999.0 9999.0 9999.0 2.692
Q1549-D16 26.2 9999.0 24.61 0.11 24.1 0.1 24.04 0.24 23.26 0.16 23.48 0.11 9999.0 9999.0 23.65 0.27 9999 9999 9999.0 9999.0 9999.0 9999.0 3.134
Q1549-D17 26.89 9999.0 25.18 0.2 24.83 0.15 24.89 0.42 25.48 0.59 24.75 0.47 9999.0 9999.0 9999.0 9999.0 9999 9999 9999.0 9999.0 9999.0 9999.0 2.827
Q1549-D18 26.44 9999.0 24.87 0.15 24.61 0.12 24.37 0.31 23.88 0.23 24.68 0.42 9999.0 9999.0 9999.0 9999.0 9999 9999 9999.0 9999.0 9999.0 9999.0 2.846
Q1549-D19 26.82 9999.0 25.53 0.25 25.21 0.19 25.08 0.46 23.87 0.24 23.92 0.21 9999.0 9999.0 9999.0 9999.0 9999 9999 9999.0 9999.0 9999.0 9999.0 2.846
Q1549-D20 26.29 9999.0 24.62 0.12 24.0 0.1 23.83 0.22 23.47 0.17 23.35 0.14 9999.0 9999.0 23.19 0.1 9999 9999 9999.0 9999.0 9999.0 9999.0 2.827
Q1549-D23 26.55 9999.0 24.64 0.13 24.34 0.1 24.15 0.29 24.58 0.35 23.51 0.16 9999.0 9999.0 23.92 0.3 9999 9999 9999.0 9999.0 9999.0 9999.0 2.895
Q1549-D24 26.59 0.98 24.6 0.1 24.41 0.1 23.91 0.23 23.55 0.18 23.65 0.15 9999.0 9999.0 9999.0 9999.0 9999 9999 9999.0 9999.0 9999.0 9999.0 2.944
Q1549-D25 26.52 9999.0 25.2 0.17 24.5 0.1 23.96 0.24 23.24 0.16 23.12 0.1 9999.0 9999.0 22.73 0.33 9999 9999 9999.0 9999.0 9999.0 9999.0 2.827
Q1549-D26 26.55 1.05 24.71 0.12 24.31 0.1 24.25 0.28 23.33 0.17 23.33 0.13 9999.0 9999.0 23.24 0.13 9999 9999 24.09 0.05 23.69 0.05 2.757
Q1549-D27 26.45 1.05 24.43 0.1 23.92 0.1 23.47 0.19 22.86 0.13 22.46 0.1 9999.0 9999.0 22.31 0.17 9999 9999 9999.0 9999.0 9999.0 9999.0 2.815
Q1549-D3 26.45 0.92 24.44 0.1 24.11 0.1 9999.0 9999.0 9999.0 9999.0 23.59 0.15 23.25 0.2 23.65 0.14 9999 9999 24.34 0.05 24.0 0.05 2.937
Q1549-D4 26.28 9999.0 24.84 0.12 24.37 0.1 24.47 0.29 24.68 0.31 24.11 0.21 9999.0 9999.0 23.59 0.14 9999 9999 9999.0 9999.0 9999.0 9999.0 2.858
Q1549-D5 27.02 9999.0 25.75 0.21 25.47 0.16 25.67 0.55 25.01 0.38 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 9999.0 9999.0 9999.0 9999.0 3.013
Q1549-D6 26.49 9999.0 24.85 0.15 24.35 0.1 24.35 0.32 23.46 0.19 24.03 0.25 23.28 0.13 23.77 0.19 9999 9999 24.62 0.05 24.01 0.05 2.842
Q1549-D7 26.48 9999.0 25.05 0.13 24.41 0.1 24.09 0.24 23.63 0.18 23.71 0.14 9999.0 9999.0 9999.0 9999.0 9999 9999 24.32 0.05 23.89 0.05 2.936
Q1549-D9 26.37 9999.0 24.96 0.13 24.5 0.1 24.37 0.28 23.92 0.21 24.03 0.2 9999.0 9999.0 24.23 0.42 9999 9999 9999.0 9999.0 9999.0 9999.0 2.846
Q1549-M15 26.64 9999.0 25.14 0.23 24.14 0.1 23.42 0.21 22.32 0.12 21.82 0.1 9999.0 9999.0 21.28 0.1 9999 9999 9999.0 9999.0 9999.0 9999.0 2.841
Q1549-M16 26.44 9999.0 25.86 0.31 25.24 0.18 22.98 0.17 22.22 0.11 21.98 0.1 9999.0 9999.0 21.11 0.1 9999 9999 22.71 0.05 22.24 0.05 2.954
