Object Un_lris Un_lris_err G_lris G_lris_err Rs_lris Rs_lris_err mosfire_J mosfire_J_err mosfire_H mosfire_H_err mosfire_Ks mosfire_Ks_err irac1 irac1_err irac2 irac2_err f140w f140w_err f160w f160w_err Redshift
Q0105-D15 26.25 9999.0 24.99 0.14 24.54 0.14 24.16 0.1 23.2 0.1 23.4 0.1 9999.0 9999.0 9999.0 9999.0 24.0 0.1 9999 9999.0 2.848
Q0105-D17 26.88 9999.0 25.67 0.19 25.47 0.24 25.14 0.12 24.02 0.1 25.3 0.22 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999.0 2.604
Q0105-D4 26.34 0.65 24.53 0.1 24.17 0.08 23.85 0.1 23.66 0.1 23.61 0.1 23.15 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999.0 2.726
Q0105-D5 26.39 9999.0 25.01 0.13 24.36 0.11 23.55 0.1 22.76 0.1 22.69 0.1 22.28 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999.0 2.463
Q0105-D9 26.28 9999.0 25.1 0.17 24.61 0.14 23.37 0.1 22.66 0.1 22.14 0.1 22.07 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999.0 2.356
Q0105-M4 26.52 9999.0 25.0 0.2 23.82 0.13 23.98 0.1 23.04 0.1 22.8 0.1 21.91 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999.0 2.752
Q0105-MD10 26.55 9999.0 25.57 0.18 24.94 0.17 24.64 0.1 23.32 0.1 23.51 0.1 23.58 0.22 9999.0 9999.0 9999.0 9999.0 9999 9999.0 2.478
Q0105-MD12 26.89 1.07 25.23 0.15 24.76 0.15 24.03 0.1 23.26 0.1 23.37 0.1 23.36 0.24 9999.0 9999.0 23.87 0.1 9999 9999.0 2.505
Q0105-MD18 26.2 0.67 24.87 0.12 24.46 0.13 23.67 0.1 22.73 0.1 22.4 0.1 22.18 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999.0 2.298
Q0105-MD21 26.52 9999.0 25.26 0.16 24.84 0.15 24.35 0.1 23.65 0.1 23.32 0.1 23.1 0.16 9999.0 9999.0 9999.0 9999.0 9999 9999.0 2.656
Q0105-MD23 26.56 0.82 25.17 0.14 24.84 0.18 24.08 0.1 23.66 0.1 23.39 0.1 23.09 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999.0 2.456
Q0105-MD24 26.17 0.65 24.59 0.1 24.45 0.12 24.32 0.1 24.33 0.17 23.93 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999.0 2.76
Q0105-MD27 26.48 9999.0 25.41 0.2 25.05 0.21 24.28 0.1 23.25 0.1 23.06 0.1 22.82 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999.0 2.062
Q0105-MD30 26.76 0.82 25.65 0.18 25.53 0.24 24.74 0.1 23.74 0.1 23.49 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999.0 2.272
Q0105-MD5 26.77 9999.0 25.56 0.21 24.5 0.11 24.16 0.1 24.31 0.15 23.74 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999.0 3.522
Q0105-Q0105 18.22 0.1 17.73 0.1 17.39 0.0 9999.0 9999.0 16.48 0.1 16.58 0.1 16.36 0.1 9999.0 9999.0 16.64 0.1 9999 9999.0 2.652
Q0105-RK10 26.52 9999.0 26.16 0.37 25.41 0.27 23.42 0.1 22.62 0.1 22.28 0.1 23.13 0.11 9999.0 9999.0 9999.0 9999.0 9999 9999.0 1.616
Q0105-RK123 25.6 0.41 24.96 0.14 24.46 0.13 23.0 0.1 22.4 0.1 22.27 0.1 21.96 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999.0 1.475
Q0105-RK15 25.2 0.32 24.77 0.14 24.17 0.11 22.63 0.1 21.72 0.1 21.4 0.1 21.01 0.1 20.96 0.1 9999.0 9999.0 9999 9999.0 1.396
Q0105-RK22 26.55 0.85 25.59 0.22 24.87 0.18 23.52 0.1 22.76 0.1 22.65 0.1 22.23 0.1 9999.0 9999.0 23.59 0.1 9999 0.1 1.421
Q0105-RK31 26.56 0.87 25.59 0.22 24.89 0.19 24.87 0.12 23.56 0.1 9999.0 9999.0 23.18 0.14 9999.0 9999.0 9999.0 9999.0 9999 9999.0 2.482
Q0105-RK8 25.92 0.5 25.24 0.17 24.67 0.14 22.72 0.1 21.73 0.1 21.31 0.1 20.61 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999.0 1.656
