Object Un_lris Un_lris_err G_lris G_lris_err Rs_lris Rs_lris_err mosfire_J mosfire_J_err mosfire_Ks mosfire_Ks_err irac1 irac1_err irac2 irac2_err f140w f140w_err f160w f160w_err Redshift
Q1217-BX183 25.4 0.44 24.88 0.1 24.77 0.1 23.94 0.1 23.41 0.1 23.09 0.15 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.184
Q1217-BX187 25.1 0.39 24.57 0.1 24.35 0.1 23.2 0.1 23.01 0.1 22.43 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.223
Q1217-BX189 24.49 0.17 24.21 0.1 24.23 0.1 23.08 0.1 23.38 0.1 23.04 0.16 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 1.931
Q1217-BX190 24.84 0.31 24.07 0.1 23.96 0.1 23.49 0.1 23.35 0.1 22.89 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.373
Q1217-BX191 24.5 0.26 23.87 0.1 23.63 0.1 22.04 0.1 21.55 0.1 21.0 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 1.704
Q1217-BX192 25.53 0.57 24.86 0.1 24.34 0.1 24.32 0.1 23.57 0.1 24.08 0.32 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.404
Q1217-BX193 25.33 0.45 24.48 0.1 24.36 0.1 23.71 0.1 23.38 0.1 23.19 0.22 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.216
Q1217-BX196 25.63 0.53 25.17 0.1 24.86 0.1 23.94 0.1 24.05 0.1 23.1 0.29 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 1.628
Q1217-BX198 25.18 0.34 24.9 0.1 24.98 0.1 24.18 0.1 23.74 0.1 24.31 0.29 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 1.647
Q1217-BX2 25.61 0.5 25.0 0.1 24.97 0.1 23.86 0.1 99.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 1.844
Q1217-BX204 25.77 0.6 25.1 0.1 25.09 0.1 25.07 0.1 25.8 0.16 24.78 0.53 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.182
Q1217-BX205 25.92 0.8 24.67 0.1 24.52 0.1 24.0 0.1 23.91 0.1 24.14 0.38 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.505
Q1217-BX206 25.82 0.7 24.92 0.1 24.58 0.1 23.18 0.1 22.45 0.1 21.47 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 1.626
Q1217-BX207 24.76 0.23 24.45 0.1 24.43 0.1 23.5 0.1 23.28 0.1 22.79 0.11 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 1.519
Q1217-BX208 24.9 0.3 24.57 0.1 24.46 0.1 23.95 0.1 24.22 0.1 23.52 0.18 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 1.646
Q1217-BX209 25.86 9999.0 25.07 0.1 24.52 0.1 24.14 0.1 23.7 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.589
Q1217-BX211 23.0 0.1 22.91 0.1 23.02 0.1 22.57 0.1 22.63 0.1 22.49 0.2 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 1.664
Q1217-BX213 25.13 0.5 23.57 0.1 23.27 0.1 22.45 0.1 21.76 0.1 21.32 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.375
Q1217-BX214 24.78 0.32 24.41 0.1 24.15 0.1 24.71 0.1 99.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 1.6
Q1217-BX217 25.24 0.39 24.47 0.1 24.35 0.1 23.23 0.1 22.9 0.1 22.06 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 1.764
Q1217-BX218 24.89 0.3 24.59 0.1 24.58 0.1 23.79 0.1 23.23 0.1 23.0 0.42 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 1.28
Q1217-BX22 24.87 0.26 24.62 0.1 24.58 0.1 23.63 0.1 23.68 0.1 23.43 0.25 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 1.312
Q1217-BX220 25.7 0.54 24.97 0.1 24.89 0.1 25.13 0.1 26.66 0.1 23.21 0.19 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.323
Q1217-BX225 24.77 0.28 24.23 0.1 24.19 0.1 22.4 0.1 21.68 0.1 20.86 0.11 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 1.523
Q1217-BX228 25.15 0.47 24.37 0.1 24.04 0.1 23.51 0.1 23.4 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.321
Q1217-BX23 24.38 0.2 24.01 0.1 23.83 0.1 22.78 0.1 22.65 0.1 21.72 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 1.552
Q1217-BX232 25.62 0.58 24.7 0.1 24.67 0.1 23.55 0.1 23.35 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.018
Q1217-BX234 25.47 0.51 24.78 0.1 24.62 0.1 24.6 0.1 24.01 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.644
Q1217-BX236 24.27 0.18 23.81 0.1 23.82 0.1 23.22 0.1 23.25 0.1 22.93 0.14 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 1.787
Q1217-BX237 24.09 0.22 23.82 0.1 23.45 0.1 23.15 0.1 22.74 0.1 22.76 0.52 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 1.652
Q1217-BX238 25.05 0.32 24.48 0.1 24.56 0.1 23.72 0.1 23.86 0.1 23.14 0.2 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.7
Q1217-BX239 23.71 0.14 23.22 0.1 23.13 0.1 22.34 0.1 21.7 0.1 21.37 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.674
Q1217-BX24 24.72 0.24 24.33 0.1 24.3 0.1 23.46 0.1 23.51 0.1 22.87 0.23 23.07 0.3 9999.0 9999.0 9999.0 9999.0 1.761
Q1217-BX28 26.45 9999.0 25.24 0.1 24.8 0.1 24.14 0.1 24.58 0.1 23.59 0.19 22.15 0.13 9999.0 9999.0 9999.0 9999.0 1.921
Q1217-BX29 25.49 9999.0 24.57 0.1 23.87 0.1 23.43 0.1 23.32 0.1 22.46 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.781
Q1217-BX30 25.27 0.36 24.59 0.1 24.44 0.1 23.22 0.1 22.79 0.1 22.63 0.17 20.71 0.11 9999.0 9999.0 9999.0 9999.0 1.862
Q1217-BX31 26.37 9999.0 25.37 0.1 24.51 0.1 27.04 9999.0 99.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 1.929
Q1217-BX36 26.31 1.04 25.15 0.1 24.76 0.1 24.64 0.1 24.65 0.1 23.55 0.12 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.476
Q1217-BX37 24.35 0.22 24.02 0.1 23.82 0.1 22.84 0.1 22.83 0.1 22.39 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 1.305
Q1217-BX4 24.32 0.2 23.84 0.1 23.51 0.1 22.53 0.1 22.47 0.1 22.04 0.1 21.95 0.25 9999.0 9999.0 9999.0 9999.0 2.277
Q1217-BX40 25.91 9999.0 25.61 0.1 25.21 0.1 26.28 0.13 25.94 0.15 24.75 0.37 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.568
Q1217-BX41 25.04 0.36 24.51 0.1 24.31 0.1 23.82 0.1 23.47 0.1 23.38 0.47 22.77 0.46 9999.0 9999.0 9999.0 9999.0 1.714
Q1217-BX43 24.95 0.32 24.16 0.1 23.98 0.1 23.23 0.1 22.89 0.1 23.2 0.37 22.66 0.24 9999.0 9999.0 9999.0 9999.0 1.969
Q1217-BX46 25.38 0.59 24.27 0.1 23.88 0.1 22.65 0.1 22.22 0.1 21.65 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 1.97
Q1217-BX48 26.12 9999.0 24.85 0.1 24.33 0.1 23.52 0.1 22.95 0.1 23.68 0.3 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.421
Q1217-BX5 25.33 0.53 24.75 0.1 24.42 0.1 24.17 0.1 23.62 0.1 23.98 0.41 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.275
Q1217-BX53 24.67 0.25 24.16 0.1 23.96 0.1 22.87 0.1 22.63 0.1 22.28 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 1.606
Q1217-BX57 24.88 0.34 24.29 0.1 24.29 0.1 24.06 0.1 23.68 0.1 23.41 0.17 9999.0 9999.0 23.57 0.1 9999.0 9999.0 2.317
Q1217-BX6 25.75 0.64 24.74 0.1 24.72 0.1 23.71 0.1 99.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.278
Q1217-BX62 25.81 9999.0 25.07 0.1 24.42 0.1 24.2 0.1 23.48 0.1 22.66 0.15 9999.0 9999.0 23.34 0.1 23.32 0.1 2.709
Q1217-BX65 26.08 0.88 24.88 0.1 24.6 0.1 24.23 0.1 24.97 0.11 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 1.805
Q1217-BX67 26.02 0.66 25.81 0.1 25.29 0.1 23.68 0.1 23.28 0.1 22.42 0.13 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 1.412
Q1217-BX7 24.24 0.23 23.85 0.1 23.89 0.1 24.76 0.1 24.39 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.502
Q1217-BX71 24.02 0.17 23.71 0.1 23.54 0.1 22.58 0.1 22.86 0.1 22.06 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 1.462
Q1217-BX72 25.87 0.66 25.12 0.1 25.03 0.1 24.36 0.1 24.18 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 1.891
Q1217-BX75 24.52 0.19 24.16 0.1 24.08 0.1 23.02 0.1 23.28 0.1 22.74 0.16 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 1.336
Q1217-BX77 25.05 0.34 24.48 0.1 24.5 0.1 23.3 0.1 22.96 0.1 22.53 0.1 9999.0 9999.0 23.09 0.1 23.06 0.1 1.736
Q1217-BX78 26.34 0.85 25.55 0.1 25.17 0.1 24.51 0.1 24.36 0.1 23.62 0.23 9999.0 9999.0 24.14 0.1 24.17 0.1 1.286
Q1217-BX8 26.13 9999.0 25.75 0.1 25.29 0.1 25.51 0.1 99.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.396
Q1217-BX84 24.43 0.23 23.96 0.1 23.83 0.1 22.8 0.1 22.78 0.1 22.52 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 1.309
Q1217-BX85 25.33 0.44 24.15 0.1 23.94 0.1 22.61 0.1 22.05 0.1 21.38 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.001
Q1217-BX86 26.06 0.83 24.87 0.1 24.42 0.1 23.09 0.1 22.91 0.1 22.22 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 1.617
Q1217-BX88 24.65 0.23 24.21 0.1 24.17 0.1 23.18 0.1 23.03 0.1 22.96 0.18 9999.0 9999.0 23.03 0.1 9999.0 9999.0 1.411
Q1217-BX89 23.98 0.19 22.93 0.1 22.56 0.1 22.32 0.1 22.95 0.1 23.34 0.11 9999.0 9999.0 22.67 0.1 22.51 0.1 2.206
Q1217-BX90 25.45 0.41 24.9 0.1 24.79 0.1 23.53 0.1 23.25 0.1 22.52 0.1 9999.0 9999.0 23.52 0.1 23.22 0.1 1.553
Q1217-BX92 25.68 0.56 24.96 0.1 24.77 0.1 24.16 0.1 23.77 0.1 23.46 0.1 9999.0 9999.0 23.98 0.1 23.78 0.1 1.802
Q1217-BX94 26.19 0.53 25.74 0.1 25.55 0.1 23.72 0.1 23.09 0.1 22.19 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.149
Q1217-BX95 25.26 0.48 24.51 0.1 24.1 0.1 23.7 0.1 23.41 0.1 22.64 0.1 9999.0 9999.0 24.04 0.1 23.84 0.1 2.424
Q1217-BX96 24.97 0.31 24.77 0.1 24.7 0.1 23.74 0.1 23.77 0.1 23.23 0.1 9999.0 9999.0 23.48 0.1 23.54 0.1 1.551
Q1217-BX99 25.17 0.4 24.45 0.1 24.13 0.1 22.51 0.1 21.79 0.1 20.84 0.1 9999.0 9999.0 22.02 0.1 21.91 0.1 1.893
Q1217-C2 25.72 9999.0 24.37 0.1 23.57 0.1 23.43 0.1 22.4 0.1 22.42 0.1 22.09 0.17 9999.0 9999.0 9999.0 9999.0 3.049
Q1217-C5 25.68 9999.0 23.95 0.1 23.3 0.1 22.8 0.1 21.88 0.1 21.65 0.1 21.05 0.21 9999.0 9999.0 9999.0 9999.0 3.286
Q1217-C6 25.75 9999.0 24.99 0.1 24.6 0.1 24.49 0.1 24.06 0.1 23.15 0.11 9999.0 9999.0 9999.0 9999.0 22.45 0.1 2.894
Q1217-C7 25.83 9999.0 24.56 0.1 24.41 0.1 24.75 0.1 23.55 0.1 9999.0 9999.0 9999.0 9999.0 24.66 0.1 24.41 0.1 3.163
Q1217-C8 25.71 9999.0 24.18 0.1 23.52 0.1 23.96 0.1 23.55 0.1 22.81 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 3.083
Q1217-D3 25.4 9999.0 23.65 0.1 23.03 0.1 22.82 0.1 22.05 0.1 21.86 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 3.076
Q1217-M10 25.8 9999.0 25.43 0.1 24.48 0.1 23.92 0.1 23.77 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.99
Q1217-M11 27.39 9999.0 24.88 0.1 24.06 0.1 23.79 0.1 22.93 0.1 22.29 0.11 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 3.08
Q1217-M14 26.11 9999.0 25.44 0.1 25.11 0.1 24.94 0.1 24.24 0.1 23.6 0.26 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 3.042
Q1217-M16 27.02 9999.0 25.2 0.1 24.35 0.1 23.99 0.1 23.53 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 3.001
Q1217-M2 25.68 9999.0 25.15 0.1 24.71 0.1 24.01 0.1 23.4 0.1 22.77 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.634
Q1217-M3 27.1 9999.0 24.99 0.1 24.1 0.1 23.98 0.1 23.24 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 3.286
Q1217-M7 25.99 9999.0 24.96 0.1 24.0 0.1 21.33 0.1 20.5 0.1 19.62 0.1 9999.0 9999.0 21.09 2.99 20.78 0.1 1.412
Q1217-MD10 25.26 0.57 24.25 0.1 23.67 0.1 23.38 0.1 22.89 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.413
Q1217-MD11 25.75 0.65 25.03 0.1 24.86 0.1 24.82 0.1 25.22 0.13 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 25.04 0.1 2.584
Q1217-MD13 25.24 0.51 23.91 0.1 23.61 0.1 22.75 0.1 22.3 0.1 21.97 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.383
Q1217-MD15 25.68 0.6 24.5 0.1 24.35 0.1 23.41 0.1 23.04 0.1 22.48 0.1 9999.0 9999.0 23.16 0.1 23.16 0.1 2.128
Q1217-MD16 25.62 0.72 23.96 0.1 23.61 0.1 23.59 0.1 23.21 0.1 22.46 0.1 9999.0 9999.0 23.52 0.1 23.42 0.1 2.617
Q1217-MD17 25.71 0.68 24.77 0.1 24.46 0.1 24.52 0.1 24.83 0.11 9999.0 9999.0 9999.0 9999.0 24.95 0.1 24.42 0.1 2.709
Q1217-MD20a 25.08 0.34 24.69 0.1 24.0 0.1 22.32 0.1 21.74 0.1 21.31 0.1 9999.0 9999.0 22.37 0.1 22.15 0.1 1.956
Q1217-MD21 25.55 9999.0 24.37 0.1 24.1 0.1 24.42 0.1 24.4 0.1 22.7 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.707
Q1217-MD23 25.77 0.76 24.74 0.1 23.97 0.1 24.0 0.1 23.39 0.1 23.79 0.31 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 3.339
Q1217-MD24 25.75 0.78 24.08 0.1 23.76 0.1 23.72 0.1 23.2 0.1 22.79 0.15 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.682
Q1217-MD3 25.91 0.87 24.36 0.1 24.14 0.1 23.44 0.1 22.95 0.1 22.49 0.1 22.31 0.26 9999.0 9999.0 9999.0 9999.0 2.472
Q1217-MD30 26.1 0.77 24.93 0.1 24.74 0.1 24.12 0.1 23.44 0.1 23.1 0.13 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.247
Q1217-MD32 25.91 9999.0 25.67 0.1 25.38 0.1 24.49 0.1 23.94 0.1 22.59 0.15 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.181
Q1217-MD33 26.33 9999.0 25.84 0.1 25.31 0.1 27.19 9999.0 25.8 0.11 22.84 0.24 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.781
Q1217-MD34 24.89 0.36 23.6 0.1 23.56 0.1 23.94 0.1 23.95 0.1 23.0 0.11 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.642
Q1217-MD5 26.84 9999.0 26.2 0.1 26.1 0.1 25.67 0.12 24.97 0.1 23.98 0.42 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.251
Q1217-MD6 25.84 9999.0 24.93 0.1 24.16 0.1 24.05 0.1 22.93 0.1 22.26 0.13 22.24 0.1 9999.0 9999.0 9999.0 9999.0 2.873
Q1217-MD9 24.69 0.28 23.7 0.1 23.58 0.1 23.37 0.1 23.08 0.1 24.13 0.44 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 2.785
Q1217-RK101 25.41 9999.0 25.13 0.1 24.26 0.1 21.88 0.1 20.83 0.1 19.71 0.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 1.541
Q1217-RK102 25.79 0.71 25.25 0.1 24.35 0.1 21.7 0.1 20.92 0.1 20.02 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 1.436
Q1217-RK103 25.78 0.69 25.2 0.1 24.44 0.1 22.45 0.1 21.47 0.1 20.36 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 1.415
Q1217-RK108 25.77 0.76 24.8 0.1 23.68 0.1 21.51 0.1 20.76 0.1 20.08 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 1.046
Q1217-RK109 25.35 0.57 24.69 0.1 23.88 0.1 22.12 0.1 21.22 0.1 20.29 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 1.435
Q1217-RK116 25.19 0.47 24.69 0.1 24.13 0.1 22.95 0.1 22.41 0.1 21.81 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 1.229
