Object Un_lris Un_lris_err G_lris G_lris_err Rs_lris Rs_lris_err mosfire_J mosfire_J_err mosfire_Ks mosfire_Ks_err irac1 irac1_err irac2 irac2_err f140w f140w_err f160w f160w_err Redshift
Q1442-BX114 26.12 0.46 24.99 0.1 24.86 0.1 24.58 0.12 24.71 0.11 24.26 0.21 9999.0 9999.0 9999.0 9999.0 9999 9999 2.113
Q1442-BX116 25.0 0.26 24.13 0.1 23.92 0.1 23.23 0.1 23.09 0.1 22.64 0.16 9999.0 9999.0 9999.0 9999.0 9999 9999 2.046
Q1442-BX117 24.9 0.17 24.31 0.1 24.35 0.1 24.09 0.1 23.67 0.1 23.54 0.14 9999.0 9999.0 9999.0 9999.0 9999 9999 2.441
Q1442-BX119 26.05 0.36 25.23 0.1 25.0 0.1 24.76 0.13 24.26 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 2.046
Q1442-BX12 25.19 0.22 24.56 0.1 24.37 0.1 23.42 0.1 22.89 0.1 22.32 0.15 9999.0 9999.0 9999.0 9999.0 9999 9999 1.859
Q1442-BX128 25.29 0.21 24.67 0.1 25.13 0.1 25.44 0.23 24.73 0.1 9999.0 9999.0 9999.0 9999.0 25.27 0.1 9999 9999 2.107
Q1442-BX13 24.11 0.11 24.12 0.1 24.2 0.1 24.05 0.1 23.69 0.1 23.52 0.39 9999.0 9999.0 9999.0 9999.0 9999 9999 1.772
Q1442-BX132 25.01 0.2 24.54 0.1 24.46 0.1 23.61 0.1 23.4 0.1 22.76 0.17 9999.0 9999.0 9999.0 9999.0 9999 9999 1.708
Q1442-BX133 25.2 0.17 24.46 0.1 24.23 0.1 23.64 0.1 23.53 0.1 22.97 0.21 9999.0 9999.0 23.44 0.1 9999 9999 2.105
Q1442-BX138 24.7 0.19 24.03 0.1 23.8 0.1 23.38 0.1 23.14 0.1 22.71 0.1 9999.0 9999.0 24.82 0.1 9999 9999 2.434
Q1442-BX144 26.18 0.5 25.14 0.1 24.77 0.1 23.18 0.1 22.18 0.1 21.38 0.1 9999.0 9999.0 24.81 0.1 9999 9999 2.101
Q1442-BX149 25.84 0.42 24.6 0.1 24.43 0.1 23.81 0.1 23.51 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 2.663
Q1442-BX152 24.74 0.15 24.39 0.1 24.57 0.1 23.97 0.1 24.11 0.1 23.41 0.23 9999.0 9999.0 9999.0 9999.0 9999 9999 1.425
Q1442-BX154 25.52 0.31 24.82 0.1 24.59 0.1 23.9 0.1 23.62 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 2.43
Q1442-BX159 24.52 0.16 23.82 0.1 23.75 0.1 23.07 0.1 22.93 0.1 22.43 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 1.996
Q1442-BX160 24.54 0.14 23.73 0.1 23.7 0.1 23.57 0.1 23.33 0.1 23.15 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 2.442
Q1442-BX167 24.06 0.1 23.6 0.1 23.73 0.1 23.24 0.1 23.02 0.1 22.78 0.11 9999.0 9999.0 9999.0 9999.0 9999 9999 1.294
Q1442-BX17 25.18 0.2 24.46 0.1 24.29 0.1 23.29 0.1 22.92 0.1 22.41 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 2.113
Q1442-BX170 24.15 0.1 23.72 0.1 23.73 0.1 23.28 0.1 23.22 0.1 22.86 0.1 9999.0 9999.0 23.06 0.14 9999 9999 1.286
Q1442-BX172 25.93 9999.0 25.0 0.1 24.44 0.1 24.08 0.1 22.91 0.1 22.71 0.11 9999.0 9999.0 23.33 0.1 9999 9999 2.45
Q1442-BX173 25.49 0.22 24.61 0.1 24.66 0.1 24.65 0.12 23.88 0.1 23.58 0.18 9999.0 9999.0 9999.0 9999.0 9999 9999 1.664
Q1442-BX176 25.75 0.38 24.67 0.1 24.65 0.1 24.46 0.13 24.28 0.1 24.24 0.29 9999.0 9999.0 24.34 0.1 9999 9999 1.325
Q1442-BX181 25.87 0.28 25.3 0.1 25.39 0.1 24.53 0.1 24.66 0.1 9999.0 9999.0 9999.0 9999.0 25.41 0.1 9999 9999 2.16
Q1442-BX183 26.03 0.52 24.9 0.1 24.93 0.1 24.89 0.15 24.22 0.1 23.43 0.12 9999.0 9999.0 24.14 0.1 9999 9999 2.438
Q1442-BX184 26.14 0.47 24.78 0.1 24.79 0.1 24.06 0.1 23.47 0.1 23.01 0.1 9999.0 9999.0 23.7 0.1 9999 9999 1.974
Q1442-BX187 26.56 0.52 25.99 0.1 25.55 0.1 25.12 0.16 24.77 0.1 9999.0 9999.0 9999.0 9999.0 25.3 0.1 9999 9999 2.328
Q1442-BX190 25.83 0.41 25.06 0.1 24.74 0.1 24.46 0.13 24.09 0.1 9999.0 9999.0 9999.0 9999.0 24.86 0.1 9999 9999 2.438
Q1442-BX194 24.6 0.19 23.83 0.1 23.37 0.1 22.61 0.1 22.23 0.1 21.62 0.17 9999.0 9999.0 9999.0 9999.0 9999 9999 1.913
Q1442-BX198 25.39 0.27 24.5 0.1 24.55 0.1 24.52 0.12 23.57 0.1 23.97 0.35 22.37 0.37 9999.0 9999.0 9999 9999 2.292
Q1442-BX199 25.07 0.17 24.38 0.1 24.16 0.1 23.67 0.1 23.65 0.1 23.52 0.25 9999.0 9999.0 9999.0 9999.0 9999 9999 2.294
Q1442-BX2 25.02 0.18 24.46 0.1 24.46 0.1 24.6 0.14 24.89 0.16 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 1.837
Q1442-BX200 24.86 0.18 24.1 0.1 23.94 0.1 22.81 0.1 22.8 0.1 21.8 0.1 21.24 0.17 9999.0 9999.0 9999 9999 1.728
Q1442-BX204 26.13 0.69 24.55 0.1 25.56 0.1 25.65 0.27 25.68 0.24 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 2.023
Q1442-BX205 25.32 0.22 24.83 0.1 24.58 0.1 23.33 0.1 22.87 0.1 22.11 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 1.548
Q1442-BX206 23.87 0.1 23.31 0.1 23.2 0.1 22.58 0.1 21.6 0.1 22.28 0.16 22.0 0.19 9999.0 9999.0 9999 9999 1.99
Q1442-BX212 24.72 0.17 24.15 0.1 24.03 0.1 22.95 0.1 22.47 0.1 21.9 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 1.433
Q1442-BX229 25.4 0.27 24.59 0.1 24.63 0.1 23.85 0.1 23.58 0.1 22.97 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 2.124
Q1442-BX235 26.35 0.56 25.17 0.1 25.04 0.1 24.7 0.1 23.21 0.1 22.39 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 2.445
Q1442-BX236 24.76 0.15 24.15 0.1 24.12 0.1 24.11 0.1 24.13 0.1 23.6 0.2 9999.0 9999.0 9999.0 9999.0 9999 9999 1.962
Q1442-BX240 25.64 0.24 24.73 0.1 24.05 0.1 23.26 0.1 22.96 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 2.207
Q1442-BX247 24.74 0.14 24.44 0.1 24.58 0.1 23.51 0.1 24.12 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 1.646
Q1442-BX248 24.01 0.11 23.36 0.1 23.3 0.1 22.41 0.1 22.25 0.1 22.03 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 1.901
Q1442-BX250 24.62 0.21 23.42 0.1 23.0 0.1 22.17 0.1 22.55 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 1.431
Q1442-BX253 25.63 0.37 24.49 0.1 24.37 0.1 23.09 0.1 22.26 0.1 21.64 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 2.023
Q1442-BX256 25.55 0.41 24.6 0.1 24.12 0.1 23.78 0.1 23.14 0.1 22.92 0.31 9999.0 9999.0 9999.0 9999.0 9999 9999 2.327
Q1442-BX259 25.19 0.2 24.68 0.1 24.67 0.1 24.3 0.1 24.1 0.1 23.72 0.23 9999.0 9999.0 9999.0 9999.0 9999 9999 1.409
Q1442-BX26 24.91 0.21 23.87 0.1 23.63 0.1 23.03 0.1 22.61 0.1 22.04 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 1.944
Q1442-BX260 25.55 0.52 24.31 0.1 24.4 0.1 23.67 0.1 23.5 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 1.926
Q1442-BX262 24.86 0.18 24.3 0.1 24.16 0.1 23.08 0.1 22.87 0.1 22.73 0.27 9999.0 9999.0 9999.0 9999.0 9999 9999 1.729
Q1442-BX268 25.97 9999.0 25.18 0.1 25.12 0.1 24.07 0.1 24.03 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 1.523
Q1442-BX269 25.24 0.25 24.0 0.1 23.9 0.1 22.85 0.1 22.68 0.1 22.08 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 1.941
Q1442-BX270 25.92 0.36 25.12 0.1 25.0 0.1 24.83 0.12 24.58 0.1 24.45 0.32 9999.0 9999.0 9999.0 9999.0 9999 9999 2.358
Q1442-BX275 24.53 0.2 24.3 0.1 24.07 0.1 22.84 0.1 22.48 0.1 22.1 0.18 9999.0 9999.0 9999.0 9999.0 9999 9999 1.926
Q1442-BX277 25.17 0.2 24.32 0.1 24.23 0.1 23.71 0.1 23.44 0.1 23.06 0.14 9999.0 9999.0 9999.0 9999.0 9999 9999 2.312
Q1442-BX278 24.39 0.1 23.74 0.1 23.66 0.1 23.42 0.1 23.37 0.1 22.94 0.19 9999.0 9999.0 9999.0 9999.0 9999 9999 1.913
Q1442-BX287 24.28 0.12 23.5 0.1 22.73 0.1 23.02 0.1 23.05 0.1 23.27 0.22 9999.0 9999.0 9999.0 9999.0 9999 9999 1.439
Q1442-BX29 25.18 0.22 24.32 0.1 23.93 0.1 23.89 0.1 24.41 0.11 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 1.855
Q1442-BX290 25.55 0.32 24.49 0.1 24.53 0.1 24.7 0.12 23.84 0.1 23.18 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 2.432
Q1442-BX291 23.85 0.16 23.25 0.1 23.23 0.1 22.57 0.1 21.93 0.1 21.61 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 1.913
Q1442-BX293 23.98 0.1 23.39 0.1 23.07 0.1 21.81 0.1 21.44 0.1 20.91 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 1.548
Q1442-BX294 24.86 0.16 24.56 0.1 24.67 0.1 24.51 0.12 24.71 0.12 23.94 0.3 9999.0 9999.0 9999.0 9999.0 9999 9999 1.714
Q1442-BX295 25.5 0.22 24.7 0.1 24.84 0.1 24.87 0.12 24.35 0.1 24.23 0.23 9999.0 9999.0 9999.0 9999.0 9999 9999 2.451
Q1442-BX302 25.38 0.24 24.41 0.1 24.65 0.1 23.99 0.1 23.6 0.1 21.93 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 1.577
Q1442-BX305 25.92 9999.0 25.17 0.1 24.96 0.1 24.85 0.19 24.57 0.12 23.74 0.33 9999.0 9999.0 9999.0 9999.0 9999 9999 2.516
Q1442-BX306 25.93 0.61 24.63 0.1 24.3 0.1 23.33 0.1 22.63 0.1 22.98 0.21 9999.0 9999.0 9999.0 9999.0 9999 9999 1.994
Q1442-BX316 25.55 0.31 24.56 0.1 24.47 0.1 24.31 0.1 23.61 0.1 23.57 0.16 9999.0 9999.0 9999.0 9999.0 9999 9999 2.443
Q1442-BX317 26.04 0.46 25.14 0.1 24.83 0.1 24.12 0.1 23.66 0.1 9999.0 9999.0 9999.0 9999.0 24.27 0.1 9999 9999 2.027
Q1442-BX318 25.82 0.35 25.46 0.1 25.53 0.1 24.63 0.1 24.45 0.1 9999.0 9999.0 9999.0 9999.0 24.17 0.1 9999 9999 1.832
Q1442-BX319 25.23 0.26 24.4 0.1 24.26 0.1 23.64 0.1 23.14 0.1 22.74 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 2.277
Q1442-BX32 25.23 0.27 24.38 0.1 24.37 0.1 24.0 0.1 23.31 0.1 23.29 0.19 9999.0 9999.0 9999.0 9999.0 9999 9999 2.114
Q1442-BX320 25.03 0.2 24.45 0.1 24.35 0.1 23.66 0.1 23.37 0.1 23.09 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 2.072
Q1442-BX322 24.91 0.17 24.44 0.1 24.33 0.1 23.46 0.1 23.04 0.1 22.58 0.16 9999.0 9999.0 23.08 0.1 9999 9999 1.513
Q1442-BX323 25.75 0.3 24.87 0.1 24.79 0.1 23.73 0.1 23.51 0.1 22.88 0.1 9999.0 9999.0 23.44 0.1 9999 9999 1.908
Q1442-BX324 25.2 0.21 24.6 0.1 24.44 0.1 23.32 0.1 23.15 0.1 22.55 0.11 9999.0 9999.0 23.17 0.1 9999 9999 1.732
Q1442-BX325 26.32 0.47 25.45 0.1 25.19 0.1 24.58 0.11 25.33 0.19 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 2.07
Q1442-BX327 25.75 9999.0 24.94 0.1 25.05 0.1 25.04 0.18 24.04 0.1 9999.0 9999.0 9999.0 9999.0 24.27 0.1 9999 9999 2.452
Q1442-BX330 26.28 0.5 25.33 0.1 25.08 0.1 25.2 0.2 24.82 0.12 23.99 0.25 9999.0 9999.0 9999.0 9999.0 9999 9999 2.652
Q1442-BX333 25.18 0.2 23.67 0.1 24.67 0.1 26.32 0.48 26.32 0.39 9999.0 9999.0 9999.0 9999.0 26.12 0.12 9999 9999 2.467
Q1442-BX334 25.18 0.17 24.3 0.1 24.1 0.1 27.36 9999.0 99.0 9999.0 20.38 0.1 20.49 0.1 9999.0 9999.0 9999 9999 0.984
Q1442-BX335 26.09 0.54 24.97 0.1 24.46 0.1 23.95 0.1 23.81 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 1.787
Q1442-BX336 24.11 0.38 22.77 0.1 24.4 0.1 23.98 0.1 23.75 0.1 23.39 0.27 9999.0 9999.0 24.06 0.1 9999 9999 1.505
Q1442-BX338 25.06 0.26 23.99 0.1 23.64 0.1 23.3 0.1 23.02 0.1 9999.0 9999.0 9999.0 9999.0 23.18 0.1 9999 9999 1.913
Q1442-BX34 24.76 0.13 24.18 0.1 23.66 0.1 23.33 0.1 22.89 0.1 22.63 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 2.274
Q1442-BX341 24.78 0.17 23.78 0.1 23.51 0.1 22.84 0.1 22.55 0.1 22.25 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 2.214
Q1442-BX344 25.4 0.27 24.77 0.1 24.78 0.1 23.97 0.1 23.74 0.1 23.7 0.31 9999.0 9999.0 9999.0 9999.0 9999 9999 2.071
Q1442-BX346 25.38 0.26 24.31 0.1 24.21 0.1 24.31 0.1 23.92 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 2.447
Q1442-BX350 26.01 0.41 25.07 0.1 24.85 0.1 24.17 0.1 24.19 0.1 22.86 0.14 9999.0 9999.0 9999.0 9999.0 9999 9999 2.442
Q1442-BX351 24.61 0.19 23.74 0.1 23.7 0.1 23.18 0.1 22.99 0.1 22.88 0.24 9999.0 9999.0 9999.0 9999.0 9999 9999 2.452
Q1442-BX37 25.34 0.22 24.69 0.1 24.47 0.1 23.19 0.1 22.56 0.1 21.99 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 1.857
Q1442-BX42 25.67 0.27 24.89 0.1 24.69 0.1 23.89 0.1 23.94 0.1 23.24 0.13 9999.0 9999.0 9999.0 9999.0 9999 9999 1.85
Q1442-BX44 25.05 0.19 24.45 0.1 24.42 0.1 23.73 0.1 23.56 0.1 23.55 0.25 9999.0 9999.0 9999.0 9999.0 9999 9999 1.683
Q1442-BX47 24.79 0.14 24.34 0.1 24.22 0.1 23.58 0.1 23.37 0.1 22.76 0.21 9999.0 9999.0 9999.0 9999.0 9999 9999 1.458
Q1442-BX50 25.29 0.25 24.94 0.1 25.68 0.1 24.88 0.14 24.86 0.12 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 1.461
Q1442-BX51 25.34 0.28 24.65 0.1 24.93 0.1 24.44 0.1 23.82 0.1 22.32 0.27 9999.0 9999.0 9999.0 9999.0 9999 9999 1.427
Q1442-BX57 25.17 0.22 24.49 0.1 24.29 0.1 24.03 0.1 23.64 0.1 23.64 0.17 9999.0 9999.0 9999.0 9999.0 9999 9999 1.9
Q1442-BX60 25.0 0.21 24.75 0.1 24.77 0.1 24.3 0.11 24.45 0.11 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 1.578
Q1442-BX65 25.25 0.27 24.37 0.1 24.16 0.1 22.96 0.1 22.73 0.1 22.24 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 1.926
Q1442-BX69 23.96 0.1 23.22 0.1 23.12 0.1 22.33 0.1 21.82 0.1 22.59 0.14 9999.0 9999.0 9999.0 9999.0 9999 9999 2.089
Q1442-BX69b 9999.0 9999.0 9999.0 9999.0 25.53 0.14 24.14 0.1 23.29 0.1 21.5 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 2.148
Q1442-BX76 23.87 0.1 23.54 0.1 23.39 0.1 22.72 0.1 22.59 0.1 22.53 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 1.834
Q1442-BX79 26.4 0.52 25.16 0.1 25.15 0.1 24.9 0.14 25.17 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 2.324
Q1442-BX82 24.17 0.11 23.49 0.1 23.29 0.1 22.64 0.1 22.19 0.1 21.99 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 2.105
Q1442-BX84 25.45 0.31 24.38 0.1 23.99 0.1 23.6 0.1 23.16 0.1 23.08 0.19 9999.0 9999.0 9999.0 9999.0 9999 9999 2.841
Q1442-BX90 24.93 0.14 24.63 0.1 24.78 0.1 24.96 0.17 25.11 0.17 25.06 0.31 9999.0 9999.0 9999.0 9999.0 9999 9999 1.993
Q1442-BX93 25.32 0.23 24.4 0.1 24.13 0.1 22.99 0.1 22.55 0.1 21.89 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 2.038
Q1442-C14 26.66 9999.0 25.25 0.1 24.45 0.1 24.46 0.12 23.78 0.1 23.4 0.14 9999.0 9999.0 9999.0 9999.0 9999 9999 3.351
Q1442-C15 26.67 9999.0 24.57 0.1 23.73 0.1 23.49 0.1 23.19 0.1 23.21 0.21 9999.0 9999.0 23.77 0.1 9999 9999 3.303
Q1442-C18 26.5 9999.0 25.4 0.1 24.98 0.1 24.49 0.1 23.19 0.1 22.44 0.1 9999.0 9999.0 23.61 0.1 9999 9999 2.317
Q1442-C24 27.06 9999.0 24.5 0.1 23.9 0.1 23.84 0.1 23.18 0.1 22.66 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 2.955
Q1442-C26 26.15 9999.0 24.72 0.1 24.14 0.1 24.21 0.11 23.34 0.1 23.16 0.12 9999.0 9999.0 9999.0 9999.0 9999 9999 2.963
Q1442-C31 27.7 9999.0 25.31 0.1 24.47 0.1 25.21 0.24 23.37 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 3.358
Q1442-C35 26.98 9999.0 25.25 0.1 24.36 0.1 24.18 0.1 23.64 0.1 9999.0 9999.0 9999.0 9999.0 24.34 0.1 9999 9999 3.346
Q1442-C39 26.45 9999.0 25.64 0.1 25.45 0.1 25.76 0.3 24.65 0.1 9999.0 9999.0 9999.0 9999.0 25.21 0.1 9999 9999 2.624
Q1442-C5 26.18 9999.0 25.14 0.1 24.6 0.1 24.15 0.1 23.5 0.1 23.53 0.21 9999.0 9999.0 9999.0 9999.0 9999 9999 3.184
Q1442-C7 26.38 9999.0 25.11 0.1 24.64 0.1 24.95 0.19 23.91 0.1 23.54 0.42 9999.0 9999.0 9999.0 9999.0 9999 9999 3.001
Q1442-C8 25.97 9999.0 24.6 0.1 23.95 0.1 23.94 0.1 23.09 0.1 23.71 0.26 9999.0 9999.0 9999.0 9999.0 9999 9999 2.993
Q1442-D12 26.03 9999.0 24.97 0.1 24.63 0.1 24.33 0.1 24.81 0.14 9999.0 9999.0 9999.0 9999.0 24.03 0.1 9999 9999 2.957
Q1442-D13 24.61 0.28 23.54 0.1 23.56 0.1 23.66 0.13 24.23 0.18 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 2.667
Q1442-D17 25.64 0.44 23.88 0.1 23.43 0.1 23.1 0.1 22.48 0.1 22.17 0.12 9999.0 9999.0 9999.0 9999.0 9999 9999 2.638
Q1442-D19 26.21 9999.0 24.33 0.1 24.03 0.1 24.36 0.11 23.98 0.1 23.91 0.37 9999.0 9999.0 9999.0 9999.0 9999 9999 2.956
Q1442-D20 26.03 9999.0 24.58 0.1 24.68 0.1 24.82 0.17 26.36 0.1 9999.0 9999.0 9999.0 9999.0 25.5 0.11 9999 9999 3.007
Q1442-D22 26.45 9999.0 25.4 0.1 25.26 0.1 26.06 0.39 24.43 0.1 24.44 0.28 9999.0 9999.0 25.09 0.1 9999 9999 2.859
Q1442-D23 26.75 0.68 25.38 0.1 25.18 0.1 24.92 0.13 24.76 0.1 23.93 0.32 9999.0 9999.0 24.56 0.1 9999 9999 2.452
Q1442-D3 25.9 9999.0 24.53 0.1 24.52 0.1 22.86 0.1 22.19 0.1 21.67 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 1.908
Q1442-M14 26.49 9999.0 24.98 0.1 24.59 0.1 24.29 0.11 23.86 0.1 23.7 0.22 9999.0 9999.0 25.02 0.1 9999 9999 3.328
Q1442-M15 26.33 9999.0 25.52 0.1 25.11 0.1 25.21 0.19 24.66 0.1 23.77 0.22 9999.0 9999.0 9999.0 9999.0 9999 9999 2.736
Q1442-M17 26.61 9999.0 25.51 0.1 25.48 0.1 24.38 0.1 23.19 0.1 22.18 0.12 9999.0 9999.0 9999.0 9999.0 9999 9999 2.874
Q1442-M28 28.97 9999.0 25.29 0.1 24.53 0.1 25.14 0.25 23.85 0.1 23.82 0.26 9999.0 9999.0 25.85 0.14 9999 9999 2.731
Q1442-M29 27.08 9999.0 25.98 0.1 25.3 0.1 25.52 0.23 23.88 0.1 23.25 0.19 9999.0 9999.0 24.31 0.1 9999 9999 2.858
Q1442-M30 26.79 9999.0 25.72 0.1 25.05 0.1 25.15 0.19 25.32 0.18 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 3.417
Q1442-MD12 26.39 0.6 25.07 0.1 25.26 0.1 25.4 0.21 99.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 2.654
Q1442-MD13 25.67 0.46 24.43 0.1 24.11 0.1 23.72 0.1 22.84 0.1 22.02 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 2.453
Q1442-MD18 25.89 9999.0 24.79 0.1 24.42 0.1 23.98 0.1 23.31 0.1 22.83 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 2.797
Q1442-MD20 26.18 0.54 24.72 0.1 24.52 0.1 23.25 0.1 23.01 0.1 22.15 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 2.564
Q1442-MD25 25.57 0.47 24.62 0.1 24.32 0.1 24.03 0.1 23.16 0.1 22.44 0.14 9999.0 9999.0 9999.0 9999.0 9999 9999 2.432
Q1442-MD26 25.93 0.51 24.26 0.1 23.94 0.1 23.34 0.1 22.33 0.1 21.63 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 2.433
Q1442-MD27 26.22 0.56 24.33 0.1 23.95 0.1 23.67 0.1 23.1 0.1 22.6 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 2.647
Q1442-MD32 26.72 0.64 24.99 0.1 24.15 0.1 24.24 0.11 23.79 0.1 9999.0 9999.0 9999.0 9999.0 25.29 0.1 9999 9999 3.343
Q1442-MD39 25.98 0.42 25.08 0.1 25.29 0.1 25.0 0.15 24.63 0.1 9999.0 9999.0 9999.0 9999.0 25.3 0.1 9999 9999 2.636
Q1442-MD41 25.87 9999.0 24.63 0.1 24.12 0.1 24.1 0.1 23.18 0.1 22.09 0.12 9999.0 9999.0 9999.0 9999.0 9999 9999 2.761
Q1442-MD44 25.72 0.38 24.17 0.1 24.11 0.1 24.2 0.11 23.69 0.1 23.12 0.13 9999.0 9999.0 23.72 0.1 9999 9999 2.616
Q1442-MD45 26.27 0.57 24.87 0.1 24.76 0.1 24.46 0.12 24.43 0.1 23.67 0.11 9999.0 9999.0 24.36 0.1 9999 9999 2.158
Q1442-MD49 26.22 9999.0 25.3 0.1 25.44 0.1 25.47 0.2 26.93 0.81 9999.0 9999.0 9999.0 9999.0 27.2 0.14 9999 9999 2.616
Q1442-MD51 23.74 0.15 21.02 0.1 21.26 0.1 21.53 0.1 22.13 0.1 22.51 0.15 9999.0 9999.0 9999.0 9999.0 9999 9999 1.786
Q1442-MD52 25.52 0.54 23.85 0.1 23.79 0.1 23.55 0.1 22.92 0.1 9999.0 9999.0 9999.0 9999.0 24.24 0.1 9999 9999 2.899
Q1442-MD53 26.02 0.53 24.65 0.1 24.56 0.1 23.67 0.1 22.44 0.1 21.49 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 2.293
Q1442-MD57 26.39 0.58 25.1 0.1 24.74 0.1 24.16 0.1 23.3 0.1 23.02 0.14 9999.0 9999.0 9999.0 9999.0 9999 9999 2.444
Q1442-MD58 26.4 0.59 25.14 0.1 25.25 0.1 24.51 0.11 24.06 0.1 24.02 0.28 9999.0 9999.0 9999.0 9999.0 9999 9999 2.181
