Object Un_lris Un_lris_err G_lris G_lris_err Rs_lris Rs_lris_err mosfire_J mosfire_J_err mosfire_Ks mosfire_Ks_err irac1 irac1_err irac2 irac2_err f140w f140w_err f160w f160w_err Redshift
Q1442-MD61 25.23 0.34 23.83 0.1 23.45 0.1 22.87 0.1 22.65 0.1 22.93 0.19 9999.0 9999.0 9999.0 9999.0 9999 9999 3.112
Q1442-MD63 26.01 9999.0 25.11 0.1 25.11 0.1 23.92 0.1 23.06 0.1 22.16 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 2.421
Q1442-MD66 26.19 0.6 24.74 0.1 24.23 0.1 24.09 0.1 23.57 0.1 23.01 0.15 9999.0 9999.0 9999.0 9999.0 9999 9999 2.824
Q1442-MD68 26.21 9999.0 25.22 0.1 24.58 0.1 24.22 0.1 23.55 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 3.011
Q1442-MD70 25.31 0.27 23.79 0.1 23.58 0.1 23.42 0.1 22.95 0.1 22.6 0.11 9999.0 9999.0 9999.0 9999.0 9999 9999 2.726
Q1442-MD75 26.1 9999.0 25.04 0.1 24.65 0.1 24.44 0.11 24.28 0.1 23.83 0.21 9999.0 9999.0 9999.0 9999.0 9999 9999 2.721
Q1442-MD76 25.98 9999.0 25.2 0.1 24.98 0.1 25.58 0.31 24.53 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 2.633
Q1442-MD77 26.02 9999.0 24.62 0.1 24.14 0.1 23.95 0.1 23.17 0.1 22.32 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 2.713
Q1442-MD80 25.19 0.22 23.71 0.1 23.83 0.1 23.97 0.1 24.04 0.1 9999.0 9999.0 9999.0 9999.0 24.1 0.1 9999 9999 2.697
Q1442-MD82 26.11 0.54 24.49 0.1 24.49 0.1 24.64 0.15 24.63 0.13 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 2.723
Q1442-MD86 23.39 0.1 22.93 0.1 23.15 0.1 21.35 0.1 99.0 9999.0 19.18 0.1 18.78 0.1 9999.0 9999.0 9999 9999 2.661
Q1442-RK108 26.51 0.72 25.1 0.1 24.19 0.1 21.8 0.1 21.05 0.1 20.17 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 1.523
Q1442-RK115 26.3 9999.0 25.79 0.1 24.91 0.1 22.99 0.1 22.27 0.1 21.61 0.13 9999.0 9999.0 9999.0 9999.0 9999 9999 0.982
Q1442-RK119 26.05 9999.0 25.33 0.1 24.75 0.1 23.88 0.1 22.47 0.1 21.72 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 2.444
Q1442-RK121 26.6 0.7 25.58 0.1 24.86 0.1 23.18 0.1 22.58 0.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 1.435
Q1442-RK125 26.2 9999.0 25.65 0.1 24.87 0.1 23.92 0.1 22.68 0.1 21.82 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 2.661
Q1442-RK126 25.94 9999.0 25.33 0.1 24.91 0.1 24.35 0.1 23.23 0.1 22.05 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 2.44
Q1442-RK129 24.9 0.2 24.35 0.1 23.96 0.1 22.58 0.1 22.04 0.1 21.27 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 1.513
Q1442-RK132 26.21 9999.0 25.53 0.1 24.58 0.1 24.23 0.11 23.19 0.1 22.25 0.12 9999.0 9999.0 9999.0 9999.0 9999 9999 2.959
Q1442-RK3 25.9 0.58 24.71 0.1 23.87 0.1 21.3 0.1 20.18 0.1 19.19 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 1.425
Q1442-RK33 27.22 9999.0 26.05 0.1 25.42 0.1 24.95 0.13 23.92 0.1 23.26 0.16 9999.0 9999.0 9999.0 9999.0 9999 9999 2.429
Q1442-RK4 26.19 9999.0 26.0 0.1 25.34 0.1 23.1 0.1 21.88 0.1 20.69 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 1.423
