Object Un_lris Un_lris_err G_lris G_lris_err Rs_lris Rs_lris_err mosfire_J mosfire_J_err mosfire_Ks mosfire_Ks_err irac1 irac1_err irac2 irac2_err f140w f140w_err f160w f160w_err Redshift
Q1603-BX227 24.26 0.1 23.91 0.1 23.94 0.1 23.54 0.12 23.9 0.18 23.28 0.41 22.98 0.27 9999.0 9999.0 9999 9999 1.659
Q1603-BX228 24.85 0.1 24.63 0.1 24.74 0.1 24.02 0.16 25.71 0.84 24.36 0.27 9999.0 9999.0 9999.0 9999.0 9999 9999 1.496
Q1603-BX23 26.05 0.3 25.33 0.15 25.07 0.1 23.57 0.11 23.99 0.18 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 2.582
Q1603-BX233 24.61 0.1 24.34 0.1 24.29 0.1 23.0 0.1 22.98 0.1 9999.0 9999.0 29.45 9999.0 9999.0 9999.0 9999 9999 1.302
Q1603-BX235 24.99 0.13 24.44 0.1 24.39 0.1 24.06 0.21 23.14 0.1 22.48 0.18 26.63 9999.0 9999.0 9999.0 9999 9999 1.926
Q1603-BX237 25.97 0.25 24.99 0.1 24.86 0.1 25.05 0.4 24.55 0.29 24.29 0.27 9999.0 9999.0 9999.0 9999.0 9999 9999 2.55
Q1603-BX238 23.82 0.1 23.22 0.1 23.07 0.1 22.15 0.1 21.85 0.1 21.64 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 1.705
Q1603-BX245 26.19 0.29 25.31 0.12 25.01 0.1 24.76 0.32 24.48 0.28 23.82 0.32 9999.0 9999.0 9999.0 9999.0 9999 9999 2.38
Q1603-BX246 24.82 0.13 24.12 0.1 23.81 0.1 23.23 0.12 22.59 0.1 22.16 0.1 22.09 0.14 9999.0 9999.0 9999 9999 1.883
Q1603-BX248 23.36 0.1 23.11 0.1 23.14 0.1 22.22 0.1 22.29 0.1 21.6 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 1.387
Q1603-BX250 23.72 0.1 23.24 0.1 22.95 0.1 21.86 0.1 21.97 0.1 21.58 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 1.535
Q1603-BX255 25.71 0.13 24.39 0.1 23.99 0.1 23.33 0.1 22.93 0.1 22.12 0.21 9999.0 9999.0 9999.0 9999.0 9999 9999 2.435
Q1603-BX256 24.76 0.1 24.28 0.1 24.03 0.1 23.32 0.1 23.11 0.1 23.63 0.36 9999.0 9999.0 9999.0 9999.0 9999 9999 1.701
Q1603-BX262 24.69 0.1 24.34 0.1 24.13 0.1 23.5 0.13 22.79 0.1 21.79 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 1.597
Q1603-BX271 24.72 0.1 24.34 0.1 24.18 0.1 23.51 0.11 23.26 0.1 24.65 0.42 9999.0 9999.0 9999.0 9999.0 9999 9999 1.671
Q1603-BX272 25.02 0.12 24.12 0.1 23.85 0.1 22.71 0.1 22.43 0.1 22.28 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 1.328
Q1603-BX274 24.67 0.1 24.1 0.1 23.79 0.1 22.36 0.1 22.14 0.1 21.64 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 1.544
Q1603-BX277 25.59 0.22 24.37 0.1 23.97 0.1 22.99 0.1 22.93 0.1 23.0 0.15 9999.0 9999.0 9999.0 9999.0 9999 9999 2.55
Q1603-BX281 24.71 0.1 24.36 0.1 24.33 0.1 23.35 0.1 23.42 0.11 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 2.318
Q1603-BX282 24.79 0.1 24.22 0.1 23.99 0.1 22.85 0.1 22.56 0.1 21.6 0.1 21.24 0.14 9999.0 9999.0 9999 9999 1.837
Q1603-BX29 25.0 0.14 24.35 0.1 24.05 0.1 23.23 0.11 22.7 0.1 22.56 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 1.772
Q1603-BX294 23.96 0.1 23.04 0.1 22.95 0.1 22.3 0.1 22.24 0.1 22.12 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 2.451
Q1603-BX294-CS11 27.41 0.59 26.84 0.4 26.01 0.1 25.08 0.22 26.19 0.69 23.94 0.18 9999.0 9999.0 9999.0 9999.0 9999 9999 2.549
Q1603-BX294-CS8 27.26 0.43 26.86 0.32 26.47 0.12 25.38 0.28 24.96 0.22 23.58 0.12 9999.0 9999.0 9999.0 9999.0 9999 9999 1.98
Q1603-BX294b 25.31 0.15 25.08 0.12 24.59 0.1 24.4 0.22 24.15 0.19 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 0.75
Q1603-BX294c 23.28 0.1 22.88 0.1 22.01 0.1 21.42 0.1 21.03 0.1 21.28 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 1.376
Q1603-BX295 25.73 0.22 25.16 0.12 24.79 0.1 24.25 0.22 24.54 0.32 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 1.992
Q1603-BX296 25.98 0.25 24.72 0.1 24.21 0.1 23.62 0.1 23.44 0.1 23.26 0.22 9999.0 9999.0 9999.0 9999.0 9999 9999 2.972
Q1603-BX297 25.0 0.1 24.55 0.1 24.46 0.1 24.02 0.16 24.15 0.2 23.91 0.35 9999.0 9999.0 9999.0 9999.0 9999 9999 1.77
Q1603-BX308 25.62 0.24 24.43 0.1 24.07 0.1 22.59 0.1 22.02 0.1 21.37 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 1.834
Q1603-BX32 25.02 0.13 24.36 0.1 24.18 0.1 23.91 0.17 23.46 0.13 26.88 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 2.628
Q1603-BX325 25.02 0.12 24.22 0.1 23.94 0.1 22.89 0.1 22.49 0.1 22.09 0.11 9999.0 9999.0 9999.0 9999.0 9999 9999 1.889
Q1603-BX33 25.58 0.2 24.8 0.1 24.48 0.1 23.48 0.11 23.44 0.12 23.24 0.37 9999.0 9999.0 9999.0 9999.0 9999 9999 1.558
Q1603-BX334 25.71 0.19 25.12 0.1 25.0 0.1 24.46 0.23 24.27 0.22 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 1.99
Q1603-BX336 26.73 0.44 25.5 0.14 25.3 0.1 25.14 0.37 99.0 9999.0 26.7 9999.0 9999.0 9999.0 25.95 0.12 9999 9999 2.539
Q1603-BX340 24.85 0.12 23.87 0.1 23.58 0.1 21.89 0.1 21.29 0.1 20.65 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 1.839
Q1603-BX344 25.99 0.26 24.87 0.1 24.73 0.1 23.46 0.1 22.83 0.1 22.17 0.1 9999.0 9999.0 23.22 0.1 9999 9999 1.913
Q1603-BX347 24.6 0.11 23.69 0.1 23.44 0.1 22.33 0.1 21.95 0.1 21.68 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 1.837
Q1603-BX351 25.7 0.2 25.11 0.11 24.83 0.1 23.57 0.1 23.65 0.12 23.32 0.22 9999.0 9999.0 23.78 0.1 9999 9999 2.181
Q1603-BX352 24.27 0.1 23.98 0.1 23.95 0.1 23.6 0.15 23.81 0.2 23.69 0.19 9999.0 9999.0 9999.0 9999.0 9999 9999 1.676
Q1603-BX353 26.98 9999.0 25.7 0.15 25.12 0.1 23.91 0.12 23.77 0.12 22.73 0.1 9999.0 9999.0 23.91 0.1 9999 9999 2.551
Q1603-BX356 26.1 0.25 24.96 0.1 24.63 0.1 24.04 0.15 23.56 0.11 23.58 0.19 9999.0 9999.0 9999.0 9999.0 9999 9999 2.232
Q1603-BX362 26.42 0.31 25.18 0.1 24.57 0.1 24.09 0.13 24.0 0.14 23.41 0.11 9999.0 9999.0 24.38 0.1 9999 9999 2.547
Q1603-BX366 26.36 0.33 25.19 0.1 25.2 0.1 24.23 0.16 27.63 9999.0 9999.0 9999.0 9999.0 9999.0 25.07 0.1 9999 9999 2.544
Q1603-BX379 25.38 0.19 24.35 0.1 23.97 0.1 22.76 0.1 22.66 0.1 22.77 0.16 9999.0 9999.0 23.22 0.1 9999 9999 2.177
Q1603-BX386 24.05 0.1 23.6 0.1 23.39 0.1 22.19 0.1 22.19 0.1 21.61 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 1.54
Q1603-BX388 24.22 0.1 23.84 0.1 23.81 0.1 23.28 0.1 22.81 0.1 22.65 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 1.774
Q1603-BX389 26.66 0.43 25.96 0.21 24.85 0.1 25.37 0.42 24.23 0.18 21.91 0.1 9999.0 9999.0 24.4 0.1 9999 9999 2.427
Q1603-BX393 24.95 0.1 24.52 0.1 24.38 0.1 24.91 0.41 24.96 0.48 23.04 0.15 9999.0 9999.0 9999.0 9999.0 9999 9999 1.693
Q1603-BX40 24.32 0.1 24.03 0.1 23.93 0.1 23.13 0.1 22.74 0.1 23.0 0.24 9999.0 9999.0 9999.0 9999.0 9999 9999 1.837
Q1603-BX47 25.11 0.12 24.39 0.1 24.23 0.1 23.46 0.11 23.13 0.1 23.68 0.28 9999.0 9999.0 9999.0 9999.0 9999 9999 2.177
Q1603-BX5 26.33 0.35 24.84 0.1 24.33 0.1 23.9 0.15 22.11 0.1 21.67 0.12 9999.0 9999.0 9999.0 9999.0 9999 9999 2.387
Q1603-BX55 25.05 0.12 24.19 0.1 23.91 0.1 23.26 0.1 22.92 0.1 23.35 0.15 9999.0 9999.0 9999.0 9999.0 9999 9999 2.371
Q1603-BX56 26.21 0.29 25.17 0.11 24.84 0.1 25.67 0.72 23.79 0.14 23.4 0.11 9999.0 9999.0 9999.0 9999.0 9999 9999 2.412
Q1603-BX58 24.95 0.13 23.78 0.1 23.48 0.1 22.89 0.1 22.13 0.1 21.65 0.17 9999.0 9999.0 9999.0 9999.0 9999 9999 2.412
Q1603-BX59 26.4 0.33 25.06 0.1 24.86 0.1 23.98 0.14 24.69 0.3 23.93 0.3 9999.0 9999.0 9999.0 9999.0 9999 9999 2.342
Q1603-BX60 24.31 0.1 23.54 0.1 23.29 0.1 22.1 0.1 21.76 0.1 21.91 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 1.698
Q1603-BX62 24.83 0.1 24.25 0.1 24.07 0.1 23.81 0.13 23.56 0.12 23.7 0.26 9999.0 9999.0 9999.0 9999.0 9999 9999 1.671
Q1603-BX68 25.05 0.13 24.73 0.1 24.46 0.1 23.82 0.13 23.21 0.1 23.21 0.16 9999.0 9999.0 9999.0 9999.0 9999 9999 2.121
Q1603-BX69 25.48 0.13 24.81 0.1 24.73 0.1 24.0 0.14 25.09 0.44 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 1.865
Q1603-BX78 26.37 0.3 25.32 0.11 25.22 0.1 24.45 0.21 99.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 2.564
Q1603-BX83 25.48 0.13 25.12 0.1 24.97 0.1 23.74 0.1 24.22 0.18 23.89 0.29 9999.0 9999.0 9999.0 9999.0 9999 9999 2.113
Q1603-BX88 25.1 0.18 24.13 0.1 23.91 0.1 22.12 0.1 21.17 0.1 20.59 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 1.951
Q1603-BX9 25.9 0.27 24.47 0.1 24.04 0.1 23.68 0.15 22.79 0.1 22.65 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 2.408
Q1603-BX94 25.74 0.23 24.49 0.1 24.29 0.1 24.84 0.41 23.86 0.19 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 2.536
Q1603-BX97 24.62 0.12 23.65 0.1 23.4 0.1 21.95 0.1 21.65 0.1 21.29 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 1.974
Q1603-C16 26.95 9999.0 25.34 0.17 24.33 0.1 23.63 0.14 22.51 0.1 22.02 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 3.034
Q1603-C18 27.1 9999.0 25.94 0.2 25.32 0.1 24.56 0.22 23.96 0.14 24.55 0.36 9999.0 9999.0 9999.0 9999.0 9999 9999 3.12
Q1603-C20 27.31 9999.0 25.43 0.16 24.42 0.1 24.5 0.3 23.93 0.2 9999.0 9999.0 9999.0 9999.0 24.36 0.1 9999 9999 2.949
Q1603-C26 26.46 9999.0 24.9 0.15 24.07 0.1 24.44 0.39 99.0 9999.0 22.36 0.12 9999.0 9999.0 9999.0 9999.0 9999 9999 2.919
Q1603-C30 27.12 9999.0 25.17 0.1 24.64 0.1 24.69 0.29 24.45 0.26 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 3.505
Q1603-C35 27.61 9999.0 26.06 0.19 25.31 0.1 25.38 0.46 28.52 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 3.102
Q1603-D26 27.26 9999.0 25.73 0.16 25.3 0.1 99.0 9999.0 99.0 9999.0 24.04 0.3 9999.0 9999.0 9999.0 9999.0 9999 9999 2.551
Q1603-D29 26.53 0.52 24.62 0.1 24.01 0.1 24.11 0.24 22.52 0.1 22.14 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 2.641
Q1603-D32 26.62 9999.0 24.86 0.1 24.5 0.1 25.03 0.41 24.18 0.21 22.78 0.24 9999.0 9999.0 9999.0 9999.0 9999 9999 2.826
Q1603-D33 26.19 9999.0 24.68 0.1 23.97 0.1 23.25 0.11 22.85 0.1 22.13 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 2.866
Q1603-D34 26.71 9999.0 25.32 0.12 24.85 0.1 24.77 0.29 24.66 0.29 23.68 0.18 9999.0 9999.0 9999.0 9999.0 9999 9999 2.64
Q1603-D48 26.51 0.58 24.24 0.1 23.72 0.1 24.04 0.22 23.24 0.12 9999.0 9999.0 22.03 0.35 9999.0 9999.0 9999 9999 2.962
Q1603-D51 26.31 0.37 24.56 0.1 24.36 0.1 24.36 0.24 23.84 0.17 24.08 0.18 9999.0 9999.0 9999.0 9999.0 9999 9999 2.754
Q1603-D52 27.55 9999.0 25.76 0.12 25.43 0.1 25.44 0.32 24.89 0.22 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 3.156
Q1603-D53 26.69 0.52 24.53 0.1 24.06 0.1 23.79 0.15 23.02 0.1 22.88 0.13 9999.0 9999.0 9999.0 9999.0 9999 9999 2.665
Q1603-MD14 26.17 0.32 25.34 0.15 24.81 0.1 23.88 0.15 23.08 0.1 22.49 0.2 9999.0 9999.0 9999.0 9999.0 9999 9999 2.914
Q1603-MD16 26.45 9999.0 24.79 0.1 24.09 0.1 23.2 0.1 22.61 0.1 21.92 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 2.548
Q1603-MD17 26.14 0.31 24.75 0.1 24.29 0.1 23.46 0.11 22.81 0.1 22.36 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 2.413
Q1603-MD21 26.62 9999.0 25.43 0.13 24.78 0.1 23.46 0.11 22.66 0.1 22.53 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 2.551
Q1603-MD26 26.26 0.37 24.32 0.1 23.74 0.1 22.94 0.1 22.76 0.1 22.22 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 2.551
Q1603-MD27 25.74 0.23 24.16 0.1 23.79 0.1 23.54 0.11 23.03 0.1 22.84 0.25 9999.0 9999.0 9999.0 9999.0 9999 9999 2.643
Q1603-MD31 26.89 0.69 24.9 0.12 24.21 0.1 23.5 0.13 22.47 0.1 21.34 0.1 9999.0 9999.0 9999.0 9999.0 9999 9999 2.635
Q1603-MD38 26.41 0.42 24.65 0.1 24.04 0.1 24.2 0.21 23.57 0.14 22.42 0.13 9999.0 9999.0 23.56 0.1 9999 9999 2.718
Q1603-MD40 26.34 0.31 25.18 0.1 25.13 0.1 24.37 0.2 23.93 0.15 23.68 0.22 9999.0 9999.0 9999.0 9999.0 9999 9999 2.582
Q1603-MD42 26.0 0.29 24.66 0.1 24.29 0.1 23.67 0.13 23.26 0.1 23.15 0.2 9999.0 9999.0 23.88 0.1 9999 9999 2.381
Q1603-MD45 26.04 0.37 24.46 0.1 24.09 0.1 23.45 0.14 22.47 0.1 22.74 0.16 9999.0 9999.0 9999.0 9999.0 9999 9999 2.386
Q1603-MD46 25.04 0.22 23.78 0.1 23.61 0.1 24.9 0.71 23.47 0.21 21.97 0.1 9999.0 9999.0 24.24 0.1 9999 9999 2.637
Q1603-MD49 26.8 0.62 24.81 0.1 24.36 0.1 23.96 0.16 23.77 0.15 22.73 0.11 9999.0 9999.0 9999.0 9999.0 9999 9999 2.626
Q1603-MD50 25.36 0.18 23.95 0.1 23.69 0.1 22.79 0.1 22.22 0.1 21.81 0.1 21.74 0.1 9999.0 9999.0 9999 9999 2.433
Q1603-MD55 26.72 0.58 25.0 0.1 24.37 0.1 25.35 0.59 23.31 0.1 23.05 0.13 9999.0 9999.0 9999.0 9999.0 9999 9999 2.652
Q1603-MD58 26.55 0.31 25.25 0.1 24.55 0.1 24.67 0.22 24.06 0.14 22.51 0.14 9999.0 9999.0 9999.0 9999.0 9999 9999 2.919
Q1603-MD63 27.18 0.7 25.19 0.11 24.81 0.1 24.39 0.22 24.63 0.31 23.96 0.26 9999.0 9999.0 9999.0 9999.0 9999 9999 2.631
Q1603-MD66 26.79 0.45 24.87 0.1 24.34 0.1 23.23 0.1 23.33 0.1 22.69 0.17 9999.0 9999.0 9999.0 9999.0 9999 9999 2.634
Q1603-MD67 26.59 0.52 25.02 0.11 24.55 0.1 23.77 0.14 23.69 0.16 22.75 0.1 23.28 0.43 9999.0 9999.0 9999 9999 2.55
Q1603-MD74 26.35 0.29 25.06 0.1 24.83 0.1 24.24 0.18 25.17 0.48 24.2 0.21 9999.0 9999.0 9999.0 9999.0 9999 9999 2.549
